review,sentiment
"Hercules: The TV- Movie Hercules - A very twisted and molted version of the story about the Greek superhero. Paul Telfer makes a good attempt to play this hero. Sean Astin rehashes his Sam Gamgee image by playing Lupin, a thrown in character to make the whole thing a buddy-movie picture. I almost expected his to say at one point ""We're in a bad situation Mr. Frodo, uh I mean Hercules. An unexpected good performance comes from Timothy Dalton (one of the lesser James Bonds) as Hercules's father. Herucles's love interest looks like Paris Hilton, something which just turned me off right away. Unfourtunetly someone has twisted and molted the original story into somewhat of a murky and sometimes incomprehensible story. The special effects don't help either. While the Hydra scene does the original story justice, the Nemean Lion and Harpies are just....well lame. I believe the creatures and effects from Power Rangers flashed across my mind at least twice. And the Golden Hind felt rushed and very computer generated. And they took out Cerberus! One of my favorite parts of what was originally a very cool story. The movie can't decide whether it's Greek, Roman, or American. And it almost ruined the original story; a classic epic. Don't bother looking for this one on the direct to DVD. - C",negative
"Hard to imagine what they were thinking of when they made this movie (i.e., the writers, directors, producers, actors, editors, etc.). Christopher Plummer, veteran of 129 movies, frolics along among scores of other actors with apparently no more motivation than to collect a paycheck. I guess there is nothing wrong with that, but once they are paid that doesn't mean anyone has to watch it.<br /><br />It bugs me that there are actually good reviews for this movie here at imdb. Art? If you want to see art go to an art gallery, don't watch this movie. Comedy? Watch a re-run of the Flintstones, about the same plot with less time wasted.<br /><br />Dabney Coleman gives his usual performance, for better or worse. And some of the young actors may have gotten some good experience from doing this movie. But Plummer???? It was embarrassing to watch his performance, in fact I was positively transfixed on him throughout the movie, knowing this was Plummer of Sound of Music fame! I see from his bio that he called Sound of Music ""sound of mucus"", so guess he didn't like it as much as the 100's of millions who liked him in it.<br /><br />I wonder if today he was asked, how do you rate Sound of Music compared to Where the Heart Is, what would he say.....?<br /><br />Probably something like ""Where the Money Is""....",negative
"This film is so bad - dialogues, story, actors and actresses - everything! - that it's hard to imagine that we'll see a worse movie this year or in the following years. ""Love's Brother"" (set in Australia among Italian immigrants) has nothing but shallow clichés about Italian culture to offer, and it is quite telling that even the Italians from and in Italy speak ENGLISH in the film. The message of the film - ugly people have to marry ugly people, beautiful people have to marry beautiful people - is truly discomforting. Giovanni Ribisi is quite good in films like 'Suburbia' or 'Lost in Translation', but here his pseudo-Italian accent is hard to bear. See this film at your own risk. Trash as trash can!",negative
"If you like me enjoy films with plots and convincing actors then Alien Vs Predator- Requiem is probably not the way to go. In summary, alien lands in typical American town, Predator lands in American town, both have a bit of a fight, US government blows up town, some people get away.....I'm sorry I think I might have spoilt the ending. Its easy to criticise someone who's being critical; people cry out, I bet you couldn't do any better! I bet I could ! Having made this film,watched it and then turned to congratulate each other with a pat on the back and a job well done; there must surely have been the spectre of lunacy in the room.",negative
"I bought the DVD a long time ago and finally got around to watching it.I really enjoyed watching this film as you don't get the chance to see many of the more serious better quality bollywood films like this. Very well done and but I would say you need to pay attention to what is going on as it is easy to get lost. When you start watching the movie, don't do anything else! I would actually advise people to read all the reviews here...including the ones with spoilers, before watching the movie. Raima Sen gave her first great performance that I have seen. Aishwarya was easily at her best. All performances were strong, directing and cinematography...go watch it!",positive
"The ""Trivia"" page on IMDb claims the filmmakers protested because this film was re-cut by the studio to ""simplify the plot"". If so, that effort was a total failure, as this is one of the most incoherent narratives I've ever seen in a film -- I'd hate to have seen it before the plot was ""simplified.""<br /><br />It's sad to see Warren with so little character to go on that even he can't do anything with the inept material. It's interesting to see Caron in '70s mode instead of her Hollywood-era glamour garb and persona, but it's sad to see her haplessly wander through this doing-a- favor-to-her-producer-husband dreck. She would actually later hook up with and marry the director, instead -- who, you'll note, never directed anything again, but did strictly 1st or 2nd A.D. work in TV from here on out. That oughta tell you enough right there.<br /><br />I call this ""interesting"" because I have an automatic fondness for American films of this period, and this role does add perspective to Oates' otherwise fantastic 1971 output (Two- Lane Blacktop, The Hired Hand). But the ""1940s detective as fish-out-of-water in 1970s L.A."" theme, which is the only thing the movie really has to say, is sold in way too heavy- handed a manner. A similar theme would be far more effectively handled two years later in Altman's The Long Goodbye. And as far as Oates playing a hard-bitten guy on a doomed errand, three years on, he would give his definitive performance in Bring Me the Head of Alfredo Garcia. If you haven't seen those, don't waste your time with this!",negative
"This is an incredible film. I can't remember the last time I saw a Swedish movie this layered. It's funny, it's tragic, it's compelling, and most of all it's a slice of Swedish small town life. It crushes the clichés, and dwells deeper. It makes you feel connected, not only to the main characters, but to all the characters.<br /><br />Big city girl tracing back to her roots, her small hometown, to celebrate her father's 70th birthday, crossing paths with people she hasn't met in several years. Although the story itself isn't unique, it offers a fresh approach. The center of the story is the relationship between three sisters (on different stages in life), who aren't very close. Or at least don't realize how close they are.<br /><br />One key reason that makes it so easy to connect to the people in this film is the immaculate cast. First, I'm more than pleased about the fact that there are absolutely no so-called 'A-list' Swedish actors in this film. Usually there is a handful of actors that has the ability to find their way into almost every major production in Sweden. This time the production company managed to keep it real by casting actors who actually seem to love their profession. Sofia Helin is probably the first Swedish actress since Eva Röse to prove that you don't need words to convey an emotion.<br /><br />The writing is also very appealing. The dialogue is more than believable, and compared with other Swedish films from the past year or two, it's ahead by miles. Maria Blom controls everything from the beginning, and if you didn't know, you would never guess that this is her first time writing AND directing a feature length film. I can't wait for her next one.<br /><br />Once you start watching this, you really want to see it through.",positive
"I saw this film without knowing much about it at all. The split screen device was immediately irritating, and things didn't improve for me after the title sequence had finished. The plot, characters and dialogue were all extremely cliched - poor guy from abusive family gets thrown out of home, wants to get out of his 'lot', reinvents himself, changes his voice, dresses in others' clothes, is adopted by a gay man who he proceeds to disgard on his way up to becoming part of an international set of drug taking British aristocrats.<br /><br />The estate of Patricia Highsmith (talented mr ripley) should be suing the makers of this film. The triple screen to me, together with the over 120 min duration, emphasises the almost non existent editing. Can't decide which image works and is the most powerful, why not show three and hope you get it right with one of them. This gimmick removed any connection or interest I had with any of the characters. Important dialogue was repeated 3 times across each screen, as if to say 'this is an important / moving / deep moment, ok!'.<br /><br />Don't waste your time.<br /><br />",negative
"I am an avid fan of Lucio Fulci, and yet I must say that ""Zombi 3"" (aka. ""Zombie Flesh Eaters 2"") of 1988, which he made with two other directors, Bruno Mattei and Claudi Fragasso, was quite a disappointment. Especially compared to its great predecessor, Fulci's very own Gore classic ""Zombi 2"" (aka. ""Zombie Felsh Eaters""/""Zombie"") of 1979, this is vastly disappointing. Sure, the low rating of 4.5 already suggests that it's not a good film, but, these low ratings usually come from people who are not into Italian Zombie flicks, and as enthusiastic fan of Italian Horror films and low-budget Exploitation cinema, I love many films that have only been rewarded with much lower ratings. Also, many of my fellow Italian Horror buffs seem to think of this film as underrated, which I sadly cannot agree with. Not that the film was a complete disaster. It has some redeeming qualities, above all Fulci's nauseating gore effects, that are always a pleasure to watch for an Italian Horror/Gore buff. The basic idea behind the film is also not bad (allthough far from original) and I liked the ruthless portrayal of the military. Sadly, that's about it. While the great predecessor ""Zombi 2"" was extremely gory, but beyond that also genuinely creepy, this is not creepy or scary for a minute, and the nauseating and often grotesque gore is the only true reason to watch ""Zombi 3"". The film is sometimes fun to watch, but only for the gore, and as an unintentional comedy. I guess that it was mainly the gore that came from Fulci, and the disappointing rest that came from Mattei and Fragasso, the first of which was involved in a bunch of nasty cult-flicks (such as D'Amato's ""Porno Holocaust""), and the second of which is responsible for one of the worst movies ever made, the god-awful ""Troll 2"". Overall, this is definitely watchable for the gore, but, out of all Fulci films I've seen so far, this is definitely the worst, and I've seen the majority of this great filmmaker's repertoire. I am a Fulci fan, and I always will be, but this sure isn't his magic moment. It may be fun for the gore, but I recommend to watch any other Fulci film before this!",negative
"1914 was an amazing year for Charlie Chaplin. It was his first year in films and he appeared in more than 30 films! While most of these films weren't particularly good, they did give him a chance to slowly evolve his screen persona. However, by this film, the familiar ""Little Tramp"" character was still in development. Sure Charlie looked the part, but his character still lacked the sweetness and decency that he later developed. Instead, Chaplin often hit, kicked or did other nasty things to people for seemingly no reason at all.<br /><br />As for this very slight film, it is interesting to watch for the cast. While they are not familiar today, Chaplin stars along with Mabel Normand, Chester Conklin and Mack Swain--all exceptionally popular stars with Keystone Films. The problem with this film is that while it has a few nice scenes, the plot seems very vague and improperly developed. Chester and Mabel got to the race track (a very common theme in Keystone productions--it must have been located near a race track). Charlie and Mack show up and sneak in. Mack is chased by the police for doing this while Charlie slaps Chester around and steals his girl. In the end, for no apparent reason, the cops take Chester and Mack away--leaving Charlie with Mabel (who, oddly, didn't seem put off by Charlie's boorish behaviors).<br /><br />Unless you are a huge silent comedy buff or film historian, this is a very forgettable film that is only important in the evolution of Chaplin. What he and the other actors actually do on stage, while not unusual for a Keystone film, isn't particularly funny when seen today.",negative
"Brilliant adaptation of the largely interior monologues of Leopold Bloom, Stephen Dedalus, and Molly Bloom by Joseph Strick in recreating the endearing portrait of Dublin on June 16, 1904 - Bloomsday - a day to be celebrated - double entendre intended! Bravo director Strick, screenwriter Haines, as well as casting director and cinematographer in creating this masterpiece. Gunter Grass' novel, The Tin Drum filmed by Volker Schlöndorff (1979)is another fine film adaptation of interior monologue which I favorably compare with Strick's film.<br /><br />While there are clearly recognized Dublin landmarks in the original novel and in the film, there are also recognizable characters, although with different names in the novel. For example, Buck Mulligan with whom Dedalus lives turns out to be a then prominent Dublin surgeon. <br /><br />This film for all of its excellence is made even richer by additional viewings. <br /><br />Brian invinoveritas1@AOL.com 15 June 2008",positive
"Despite, or perhaps in part because of the clever use of music to underscore the motivations and ideologies of each of the major characters, stereotypes are in, and verisimilitude and characterization are out in this not-too-subtle cinematic screed.<br /><br />One gets the sense that John Singleton was dabbling in post-structuralist literary theory because it was the flavor of the day, and ""Higher Learning"" was the tendentious result. The low point of the movie is the ""peace"" rally, in which the symbols of the 1960s ""free love"" movement are reappropriated for what much more closely resembles a ""Take Back The Night"" rally with live, stridently identity-conscious musical acts in tow. Perhaps in his prim revisionism the director was trying to assert that identity politics is the new Vietnam? Ooh, how Adrienne Rich of himand Remy's firing into the crowd is a nice touch, if you're into Rich's sort of political posturing.<br /><br />I wish I could give this movie negative stars. I can recommend it only to those interested in the 1990s as history, a time when radical feminists brought the academic trinity of race, class, and gender to popular culture and declared man-hating ""a viable and honorable POLITICAL option"". Where's Camille Paglia when you need her?",negative
"1) I am not weapon expert, but even i can see difference between U.S. army riffles in WWI and WWII. In movie we can see privates, armed with ""M1 Garand"" (invented in year 1932!), not authentic ""1903 Springfield"" (aka ""Silent Death""), who privates use until WWII. Difference - M1 can load 1,5 times more ammunition and 3 times more fire rate! M1 was semi - automatic, Springfield requires reloading after every shot. Little difference?! 2) German army uniforms has borrowed from 1940 Year too. Especially - helmets. German helmets until end of WWI have significant pike on top, we cannot see even one in movie. And if we make little additional search in archives - how much truthful is this ""True Story""? I am surprised, how much ""truthful"" can be film directors in a pursuit of cheap propagation.",negative
"This video is so hilariously funny, it makes everything else<br /><br />by Eddie Murphy seem very disappointing (even Beverly Hills Cop and The Nutty Professor, which just goes to show you how good this really is). To be honest, I don't think that I've ever<br /><br />laughed at something as much as this, including Naked Gun and the rarely seen Bargearse. This show is amazing, although it must be said that it is certainly filled with the word beginning with F that is four letters long (plus its extended version beginning with M) but it didn't bother me. See it, the funniest thing I've ever seen and probably the funniest you ever have too.",positive
"It's really not worthy of a 'best picture' consideration, but as entertainment goes, it does the job! This is one that I've watched, with pulse quickening every time, at least a dozen times.<br /><br />Most of these actors were unknown at the time this was done, and we can recognize them from other work. Those that don't have current name recognition probably don't want it.<br /><br />This was a fun ADVENTURE. Sort of like The Little Rascals if they just had to be serious.",positive
"I think this is one hell of a movie...........We can see Steven fighting around with his martial art stuff again and like in all Segal movies there's a message in it, without the message it would be one of many action/fighting movies but the message is what makes segal movies great and special.",positive
"One of my favorite shows back in the '70s. As I recall it went to air on Friday (or possibly Saturday)night on the Nine Network (?) here in Australia. Darren McGavin and Simon Oakland were great together.<br /><br />Each episode usually reached a climax with Kolchack having to engage in hand to hand combat with some sort of supernatural opponent. To their credit, the writers made a concerted effort to get away from the usual round of vampires and ghosts as much as possible.<br /><br />I remember one episode in which the adversary was the spirit of an ancient Indian Chief which/who 'came back' as a massive electrical current which started to kill people in a city hospital. The final showdown saw Kolchack trying to short circuit the 'power beast' amidst an explosion of sparks and billowing flames. Oh well .... you had to be there at the time but it was an interesting idea.<br /><br />McGavin always packed a lot of energy and enthusiasm into his roles and this was one of his best.<br /><br />Definitely deserves a place in TV's ""Hall of Fame"". To quote Tony Vincenzo .... 'Kolchack you are ON IT '... Or, in the case of the Hall of Fame,'IN it' !",positive
"My ratings: Acting - 3/10 Suspense - 2/10 Character Attachment - 1/10 Plot - 2/10 Character Development - 2/10 Overall - 2/10<br /><br />This show sucks very much officially. For me, CSI Miami is the best, CSI NY 2nd and CSI 100th. I don't know, in the other CSIs you get into the episode you're watching. But in this one, you just can't get into the episode, no matter how much you try, so in my opinion, this show is not worth watching. I know people have different opinions, and I respect that, but for me, this CSI ain't good enough. So if you like suspense, real acting/performance, good plot, direction, character development/attachment and you an overall good show, I suggest you to watch CSI Miami.",negative
"I've seen this film criticized with the statement, ""If you can get past the moralizing..."" That misses the point. Moralizing is in the conscience of the beholder, as it were. This is a decent film with a standard murder mystery, but with a distinct twist that surfaces midway through. The resolution leaves the viewer wondering, ""What would I have done in this position?"" And I have to believe that's exactly what the filmmaker intended. To that end, and to the end of entertaining the audience, the film succeeds. I also like the way that the violence is never on stage, but just off camera. We know what has just happened; it's just not served up in front of us, then rubbed in our faces, as it would be today with contemporary blood and gore dressing. Besides, the violence is not the point. The point is the protagonist's moral dilemma, which is cleverly, albeit disturbingly, resolved.",positive
"Monstrous mother-son-duo (Alice Krige and Brian Krause) sucks life-force of virgins, and their newest target is pretty but lonely Tanya (Madchen Amick). However, these monsters are allergic to cat's scratches... I have never been fan of sleazy, overrated bestsellerists like King, Koontz or Barker, but this B-movie, written by Mr Dung himself, is actually not near as bad than it could be. Yes, it is sometimes jaw-droppingly atrocious, but there is actually some surprisingly impressive touches: good old-fashioned graveyard, eerie soundtrack and candlelit-Gothic-house-scene, mirror showing the monstrous form of the villains, etc. Of course, the film is polluted by Mr Dung's potty-mouthed dialogue and all-tactics-of-toilet-seat obsession to vilify fat people, leading to totally pointless subplot of rapist teacher, but there is roses among manure.",positive
"I wish that all the mockumentaries and horror spoofs would go away. If you are going to investigate loch ness..do it for real. Enough of the bull****. Same with horror and sci-fi..if you are going to make a movie and it is supposed to be scary..make it scary..not funny. I hate when watching a horror movie and the character is fighting for their life(or running or whatever..their life is at stake) and they are cracking jokes. This never happens..cmon where have all the good directors gone? I think horror and sci-fi have really gone down the tube since the 70's. I long for the days that a horror flick was scary..all this ""scary movie"" crap is for the birds. This film is also for the birds. If you really would like to see a good investigation or here serious talk...don't expect it in this video.",negative
"I haven't seen this film in years, but the awful ""taste"" of Quaid's performance still lingers on my tongue. Some have commented on how Quaid has Jerry Lee Lewis ""to a tee"" but the fact is he only appears to have the most extreme stage Jerry in mind. Nobody acts that way all the time, and the performance comes off as hopelessly clownish, reducing Lewis to a buffoonish caricature. The nuances of a man's life are lost in the rubble of sheer over-acting.<br /><br />The author of the book this is based on (Nick Tosches) is a good writer, who has written several fine musical bios (I particularly liked ""Dino"" on Dean Martin); in the books Tosches gives us a full human being, both separate from and involved in the ""biz."" Quaid's acting seems to imply that Jerry never acted like a human being. If people were like this, no one would bother to hang around them. As cartoons go, it is mildly amusing, but otherwise it is one of the most egregious, film-destroying performances I have had the ""honor"" of viewing. Terrible...",negative
"Last year, I fell in love with the Tim Burton's version of Sweeney Todd so I wanted to check out the other versions of this musical and I found this one at the library. Though I think Burton's is best, probably because I like film a lot better than theater, this is still a great production of the story. I haven't seen any of the other versions but I am trying to get my hands on them.<br /><br />After seeing Johnny Depp as Todd, it's hard for me to imagine anyone else in the role, but George Hearn does a fantastic job. Angela Lansbury is great, as always and all of the singing is fantastic. I found myself singing along. This is a play you won't want to miss, but try and see it before you see the film version so you won't have a biased view like me.",positive
"This is not a GREAT movie as tho the cast (especially the kids) admirably help to carry along this very sad yet contrived plot it is filled with cliché upon cliché. Poor family in 50's mid America, dying mother, alcoholic father, 10 children (1 of whom has epilepsy) and an awful decision to be made. Its very easy to watch and some of the kids performances are moving without being sickly or naff. And little Frank and Warrnen steal the show for me with the last scene leaving me bawling no matter how many times I see it. A great rainy afternoon movie i recommend to all. Only those with the hardest of hearts could fail to be moved by it. Not on a par to Sophies Choice but a good TV movie equivalent!!!",positive
This movie pretty much surprised me. I didn't have very high expectations for it but I was wrong. Mary & Rhoda was very funny and well written. They didn't spend too much time rehashing the past so they weren't relying on the success of the old TV show to carry the movie. Overall it was very entertaining.<br /><br />My girlfriend commented that this could be a weekly sit-com and I think I might agree with her.,positive
"The Ladies Man is laugh out loud funny, with a great diverse cast as well as having some very stupid but excellent scenes (including the funniest love song ever written).<br /><br />Ferrell is his usual quality self in a brilliant side role.<br /><br />Tim Meadows plays an idiot surprisingly well and has written himself some of the funniest lines you'll find in any comedy out there.<br /><br />It is definitely worth a purchase as watching it every 6 months or so will lead to you still laughing as hard as you did first time round.<br /><br />I am distraught to think at the time of writing this that it has a meagre 4.7 /10 and i urge you to vote! <br /><br />And remember kids- ""Theres more motion in the ocean""",positive
"This is just one more of those hideous films that you find on Lifetime TV which portray the abhorrent behavior of some disgusting woman in an empathetic manner. Along with other such nasty films as ""The Burning Bed,"" ""Enough,"" or ""Monster,"" this film takes a disgusting criminal and attempts to show the viewer why she's not such a bad person after all. Give us a break! Here's my question to the filmmakers: If LeTourneau were a man, and Vili were a 12 year old girl, would you have made a picture sympathizing and empathizing with this person? Answer: Hell no.<br /><br />Imagine switching the genders in this film, and then you'll see just why myself and others here consider this a worthless piece of garbage. Were the genders switched, there would be no attempt to empathize with the criminal. Instead, we'd likely be treated to a portrayal of a monstrous and hideous man preying upon a young girl, his lascivious behavior landing him in prison, and his brainwashed victim suffering from Stockholm Syndrome. The only reason LeTourneau does not receive the same treatment in this film is by virtue of her sex.<br /><br />Let's call a spade a spade. LeTourneau is a pedophile. Plain and simple. No ifs, ands or buts. She's a criminal who belongs in prison, and deserves our derision and contempt, but certainly not our pity or empathy.",negative
"Well, maybe not immediately before the Rodney King riots, but even a few months before was timely enough. My parents said that they saw it and the next thing you know, the police got acquitted and LA got burned to the ground. It just goes to show the state of race relations in America. The plot has white Mack (Kevin Kline) and African-American Simon (Danny Glover) becoming friends after Simon saves Mack's life in the black ghetto. Meanwhile, movie producer Davis (Steve Martin in a serious role) thinks that gratuitous violence is really cool...until he gets shot. There's also some existentialism in the movie: Mack and his family come to realize that they aren't living as they really want.<br /><br />It seems that ""Crash"" has somewhat renewed people's interest in race relations, but this one came out much earlier. Maybe we'll never be able to have stable race relations in this country. But either way, ""Grand Canyon"" is a great movie. It affirms Kevin Kline as my favorite actor. Also starring Mary McDonnell, Mary-Louise Parker and Alfre Woodard.",positive
"Despite later claims, this early-talkie melodrama has very little in common with ""Citizen Kane"": It's a biopic of a ruthless but human fictional plutocrat, told in flashback but hopping around time. The scriptwriter, Preston Sturges, shows none of his later gift for sparkling dialog, and none of the myriad cinematic innovations of ""Kane"" are evident. Still, it's very watchable, with a young Spencer Tracy (his old-man makeup makes him look just like, well, an old Spencer Tracy) showing depth and authority, and Colleen Moore -- a little past her prime, and not physically well matched -- playing a multifaceted woman-behind-the-man. There's also Helen Vinson as one of the most treacherous femmes fatales in movie history, sending the final third into ecstatic soap-opera reverberations. The surviving print is jumpy and has missing audio snippets, and there are some plot holes left open (how would she know whose son it was if she's sleeping with both of them?), and the music is awfully hokey. For all that, I was quite fascinated.",positive
"In 1993, with the success of the first season of Batman: The Animated Series, Warner Brothers commissioned the team responsible for the hit-show with producing a feature-length movie, originally slated for Direct-To-Video, but bumped up to theatrical status. It would become known as Batman: Mask of the Phantasm. Ten years after Phantasm, we have had an additional three feature-films released from the boys at the WB, Sub-Zero, Return of the Joker, and now, Mystery of the Batwoman joins the family.<br /><br />The plot is basic and in many ways similar to Mask of the Phantasm: A new female vigilante modeling herself after Batman has begun targeting operations run by Gotham mob boss Rupert Thorne and Oswald Cobblepot AKA The Penguin. Now, Batman must attempt to unravel the mystery of the Batwoman before she crosses the line.<br /><br />The animation is the sleeker, futuristic style that was utilized for Batman: The Animated Series' fifth and sixth seasons (AKA The New Batman Adventures). , it's quite nicely done, and just as sleek as Return of the Joker's animation. There is also some use of CGI, but it's minor compared to the overabundance of it in Sub-Zero. The music was alright. Different and exotic and similar to the Justice League score, although the points in the score when the old animated Batman theme comes up will be sure to send waves of nostalgia through the older fans' rodent-shaped hearts.<br /><br />Kevin Conroy, as always, does a wonderful job as Bruce Wayne and Batman. It's also great to have the old Batman: The Animated Series alumni back; that includes Bob Hastings (Commissioner Gordon), Robert Costanzo (Detective Bullock), Tara Strong (Barbara Gordon/Batgirl; her cameo hints at the romantic-relationship between her and Bruce that was mentioned in Batman Beyond), and Efrem Zimbalist Jr.(Alfred).<br /><br />Villains were also great - especially given that Rupert Thorne, the old mob boss from the original series, appears for the first time since the fourth season.<br /><br />Overall, while not quite reaching the standard set by Mask of the Phantasm ten years ago, MOTB carries on the torch quite nicely for the animated Batman films. And if you have the DVD and are a hardcore fan, you will love the five-minute short Chase Me.",positive
"What a terrible movie! It represents perfectly the state of degenerateness of French society, where the most elementary respect for wholesome values and traditions has completely disappeared. The plot is nonsensical, the movie is not funny at all and the characters are completely shallow and uninteresting. To say the least, the direction and the cinematography are very poor and uninspired. Catherine Deneuve is as bad an actress as she always was, even when she was directed by Bunuel in Belle De Jour. The rest of the usually good cast (Vincent Lindon, Line Renaud, Jean Yanne) seem completely lost in an ocean of vulgarity, platitudes and restlessness. I cannot help to draw a parallel with the wonderful James Ivory's ""Le Divorce"", with its thoughtful depiction of French and American mores, its superlative cinematography and stellar cast put to good use. Having watched ""Le Divorce"" you can feel a kind of empathy with the French, regardless of their foibles. ""Belle-Maman"" leaves you with only a nauseated contempt for its morally bankrupt and clueless protagonists.",negative
"Kurosawa, fresh into color, losses sight of his usual themes of truth and perception of reality and opts for a depressing take on Tokyo's slums. Kurosawa stretches for a style that was, in my opinion, his antithesis- that is to say, I feel as if Kurosawa wanted to make an Ozu picture. Poorly paced, poorly conceived, this movie is a rare dud in this auteur body of excellent work. While Ikiru, while being mundane and depressing, was still interesting and well paced, and while Stray Dog depicted the slums and social poverty of Japan without being too heavy handed or boring, do desu ka den has all the somberness that one could expect with its content, with none of the redeeming qualities of earlier Kurosawa pictures.<br /><br />Be warned, this is not a movie that Kurosawa should be judged by.",positive
"This is the first movie i've seen of John Singleton and he is a pretty good director. The movie starts out with a bunch of incoming freshman and it shows what happens to several of them. Omar Epps plays a track star with a partial scholarship and having a hard time keeping up with his work. He is friends with Ice Cube and beings dating Tyra Banks. Kristy Swanson is a rich girl who is date raped and becomes friends with Jennifer Connelly, who is a lesbian, and isn't sure about which way to go. Michael Rapaport is a kid from Idaho who falls in with a group of Neo-Nazis and their leader is Cole Hauser. Those are the three main characters and Laurence Fishburne is a political science professor who tries to help them. It's a great film and it's unfortunate that the studio had to make several cuts to the movie.",positive
I gave this a 1. There are so many plot twists that you can never be sure to root for. Total mayhem. Everyone gets killed or nearly so. I am tired of cross hairs and changing views. I cannot give the plot away. Convoluted and insane. If I had paid to see this I would demand my money back. I wish reviews were more honest.,negative
"It's difficult to criticize a movie with the title like 'Deathbed: The Bed that Eats' and involves a ghost narrator who's trapped behind a 2-way painting he drew and a bed that snores and  if I'm not mistaken, masturbates. (Now, that's getting back at its human companions!) Furthermore, it foams up (in orange, for whatever reason) to absorb edibles lying on its surface, including apples, wine, fried chicken and, of course, people. Again it's suffice to say, that don't expect too much when you see what I guess is stomach acid  the final remains of anything that orange suds takes  dissolving only certain things. It'll drink the wine, but the bottle's okay and it'll eat away at the chicken bone, but the bucket's just fine. Heck, the bed even replaces the unused containers. Hilariously, at one point it downs Pepto-Bismol. I had to laugh at that one. I don't think they really wanted you to take any of this seriously. It's low budget, and it's extremely easy to see where they cut costs and saved oodles amounts of money. I thought, in a world where there can be a killer 'Lift' and a 'Blood Beach,' this 'Deathbed' might be amusing to watch. For reasons that might involve cost, 90% of the film is voice-over, no one screams or shows extremely low signs of fright/confusion on why a bed would attack (I can think of one  and I never was one of those kids that jumped on the bed) and you'll have to suspend your disbelief beyond belief. (A victim loses all flesh on his hands, barely saying ""ow."") Only one scene, that went on too long, was minutely tense  a woman attempts to crawl away only to be dragged back, using a sheet. Where are the MST3k guys?",negative
"A truly muddled incomprehensible mess. Most things in the film look more or less like 1987, but then there are futuristic things just thrown in, like the policeman's ray gun. And that car! The director seemed to be in love with colored lights. The only really notable performance was the girl who played Valerie, but since there was no cast listing, I don't know which actress that was. This one is worth missing. Grade: F",negative
"Cave Dwellers, or The Blade Mater, or whatever it's called, is in one word: VILE! I saw this on MST and I laughed not only at the great running commentary, but at the inept film making that was demonstrated. Sunglasses, tire tracks and where did Ator get a hang glider? Then they lift a few shots from another movie, Where Eagles Dare as Tom Servo points out. To show just how cheap this movie really is, watch the scene where Ator and Thong have to battle invisible swordsmen. Or even better, look for the giant hose dressed up like a snake that Ator must wrestle! And what exactly do those scenes in the credits have to do with the movie?",negative
"For a film made in Senegal, based, I guess loosely on Carmen, the book, by Prosper Merimee, this film doesn't achieve a mere resemblance of the story that has been made famous as an opera and as other films.<br /><br />Ms. Gai as the Karmen of the title is very good to look at. Her fiery dancing smolders the screen, as is the case with her torrid love scene at the beginning of the film.<br /><br />This is a Karmen that aims to please to all genders, but a real Carmen, she is not!<br /><br />We would like to see Ms. Gai in other films in which her talent is better used than here.",negative
"This stalk and slash turkey manages to bring nothing new to an increasingly stale genre. A masked killer stalks young, pert girls and slaughters them in a variety of gruesome ways, none of which are particularly inventive.<br /><br />It's not scary, it's not clever, and it's not funny. So what was the point of it?",negative
"Citizen Kane....The Godfather Part II....D'Urville Martin's Dolemite. This is the single greatest piece of celluloid ever created and unleashed upon humanity. Rudy Ray Moore, in a role that transcends Academy Awards stars as Dolemite, the baddest cat in the universe. He clearly does not take any jive from no turkey (I myself am unfortunately a turkey) and proves it with his powers of rapping, pimping, and karate chopping. This is blaxploitation at its absolute finest, a shining example of the genre with its low budget, continuity errors, and hatred for rat-soup eating honkey expletive expletive. The true Godfather of Rap (not this new Ali nonsense) Moore is something of a juxtaposition of acting technique; somehow managing to be the most charismatic awful actor of the 1970's, and thats saying something. This one is HIGHLY recommended folks, if not for the one-liners alone.",positive
"Do a title search on Randolph Scott and TRAIL STREET is the one film missing from the list you've seen. One of 4 films Scott made at RKO during his prime (1947) the others are always easy to get. Liberal, Kansas is just southwest of Dodge City and is a powder-keg about to explode between the trail-riders who drive the longhorns into Trail Street, the town's main street, and the sod-busters who feed our bellies. It'll take a strong man like Bat Masterson to step between the two groups and bring the town to order. More I won't say, except that Scott movies usually have just one pretty girl and this one has three. RANDOLPH SCOTT always played men you could look up to for their sense of honor, courage, level-headedness and willingness to do the right thing. Fifty years ago parents could send their kids to a Scott movie with confidence they'd learn positive values. ROBERT RYAN co-stars in this film, playing a good guy for a change. In real life, RYAN was one of the many WORLD WAR II HEROS who starred in America's movies. How sad what we get these days. George Clooney teaches our young that we ought sympathize with suicide bombers, while Steven Spielberg teaches there is no moral difference between the Olympic athletes murdered in 1972 in Munich and the Palestinian terrorists who killed them. Hollywood 2005 derives their moral compass from too much cocaine and too much commitment to the wacky left. I wonder how all this plays out in Liberal, Kansas. Liberal, after all, was not a dirty word 150 years ago when the city was named.",positive
